nx,finite_mean,finite_std,inf_mean,inf_std,drkf_inf_mean,drkf_inf_std,bcot_mean,bcot_std,risk_mean,risk_std
2,0.002071580000119866,0.000604489663782144,0.0020133599995460828,0.0007463227036112291,0.05938121999934083,0.006956845043779943,1.6959785999995802,0.08180465951168434,0.0025565199997799938,0.0008183457835765247
5,0.003633559999798308,0.0009243276397200363,0.0026993199997377816,0.00016587170149300282,0.12172345999970276,0.0015740974003399816,12.52995895999993,1.7363499563058715,0.0034878600003139582,0.0005151850377142337
10,0.0033846600003016648,0.00045963856516538563,0.0032816999999340625,0.0008443655542400636,0.3241186799998104,0.01449923261347201,75.1403983799999,0.4691297782752919,0.002954159999717376,0.00021887664671171961
20,0.0037053200001537336,0.0002502121933614068,0.0033147999998618615,0.0004956436577914659,1.5299531999997271,0.12290672546738204,,,0.005903479999687988,0.00283299191776852
30,0.004632780000247294,0.0012962947526662994,0.00388574000025983,0.001111969097238161,5.02377004000009,0.35129786729079526,,,0.007256020000568242,0.001827731126238346
40,0.006023219999769935,0.0016917038030819125,0.0049104399997304425,0.0020192550667111134,16.71667877999971,0.31040962111208614,,,0.010305600000356208,0.0029571805239884522
50,0.006964440000228933,0.0012888373775186074,0.008674740000424208,0.004336662677346833,48.267093060000114,0.21519036860366295,,,0.011663500000213389,0.005370079096755589
